at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,target
0.14286,0.0,0.0,0.4,0.6,1,1,0.8,0.8333299999999999,0.75,0.0,0,1.0,0.095238,0.79348,0.051019999999999996,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45319,0
0.71429,0.28570999999999996,0.33333,0.7,0.3,1,1,0.8,0.5,0.0,1.0,0,1.0,0.095238,0.40216999999999997,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45321000000000006,0
0.42857,0.0,0.66667,0.7,0.7,1,1,0.8,0.66667,0.25,0.5,0,0.4,0.2381,0.43478,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45321000000000006,1
0.57143,0.14286,1.0,0.6,0.6,1,1,0.4,0.8333299999999999,0.75,1.0,0,0.2,0.14286,0.91304,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45323,1
1.0,0.14286,1.0,0.3,0.3,1,1,0.9,1.0,0.0,1.0,0,1.0,0.095238,0.8804299999999999,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45325,1
0.71429,0.28570999999999996,0.33333,0.6,0.7,0,1,0.7,0.8333299999999999,0.25,1.0,0,1.0,0.095238,0.65217,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45325,0
0.85714,0.28570999999999996,0.33333,0.6,0.6,1,1,0.9,0.8333299999999999,0.25,0.8333299999999999,0,1.0,0.047619,0.45652,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45327,0
0.85714,0.14286,1.0,0.6,0.6,1,1,0.9,1.0,0.0,1.0,0,0.6,0.19047999999999998,0.69565,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45331000000000005,1
0.28570999999999996,0.42857,0.0,0.6,0.6,1,1,0.9,0.66667,0.0,0.66667,0,1.0,0.047619,0.77174,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45331000000000005,0
0.57143,0.14286,0.0,0.7,0.7,1,1,0.8,0.66667,0.25,1.0,0,1.0,0.19047999999999998,0.68478,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45331000000000005,0
0.28570999999999996,0.14286,0.33333,0.5,0.4,0,1,0.8,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.095238,0.6413,0.0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45333999999999997,0
0.28570999999999996,0.14286,1.0,0.5,0.5,0,1,0.8,0.5,0.25,1.0,0,0.6,0.095238,0.80435,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45356,1
0.85714,0.14286,0.0,0.5,0.3,0,1,0.9,1.0,0.25,1.0,0,1.0,0.047619,0.42391,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45356,0
0.28570999999999996,0.14286,0.66667,0.8,0.8,1,1,0.6,0.66667,0.0,0.8333299999999999,0,1.0,0.14286,0.8804299999999999,0.040816000000000005,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45358000000000004,1
1.0,0.28570999999999996,0.33333,0.2,0.9,1,1,0.7,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.0,0.30435,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45358000000000004,0
1.0,0.0,1.0,0.6,0.5,1,1,0.7,0.0,0.5,1.0,0,0.8,0.047619,0.45652,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45358000000000004,1
0.85714,0.71429,0.0,0.5,0.8,1,1,1.0,0.8333299999999999,0.0,0.0,0,1.0,0.0,0.20651999999999998,0.66327,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45363000000000003,0
0.28570999999999996,0.28570999999999996,1.0,0.8,0.5,1,0,1.0,0.5,0.0,0.33333,0,1.0,0.047619,0.46738999999999997,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45363000000000003,1
0.85714,0.14286,0.0,0.2,0.4,0,1,0.8,0.8333299999999999,0.0,1.0,0,1.0,0.19047999999999998,0.57609,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45365,0
0.85714,0.14286,0.33333,0.7,0.6,1,1,0.8,0.0,0.0,0.16667,0,0.6,0.095238,0.75,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45365,0
0.42857,0.14286,0.66667,0.4,0.3,1,1,1.0,0.8333299999999999,0.5,0.8333299999999999,0,0.8,0.047619,0.53261,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45366999999999996,1
1.0,0.28570999999999996,1.0,0.5,0.2,1,1,0.3,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.14286,0.83696,0.020408000000000003,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,1
0.57143,0.14286,0.33333,0.5,0.5,1,1,0.4,1.0,0.5,1.0,0,1.0,0.14286,0.90217,0.020408000000000003,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45369,0
0.28570999999999996,0.0,0.33333,0.0,0.3,1,1,0.9,0.8333299999999999,0.25,1.0,0,1.0,0.14286,0.61957,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,0
0.71429,0.28570999999999996,0.66667,0.9,0.8,1,1,0.8,0.66667,0.5,1.0,0,0.4,0.047619,0.82609,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,1
0.71429,0.14286,0.33333,0.5,0.8,1,1,0.8,0.66667,0.25,0.33333,0,1.0,0.047619,0.54348,0.020408000000000003,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45373,0
0.57143,0.0,0.66667,0.6,0.6,1,1,0.9,0.66667,0.5,0.8333299999999999,0,1.0,0.19047999999999998,0.7608699999999999,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.57143,0.0,1.0,0.5,0.7,0,1,0.8,0.66667,0.5,1.0,0,0.6,0.19047999999999998,0.65217,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.71429,0.28570999999999996,0.33333,0.4,0.4,0,1,0.8,0.66667,0.0,1.0,0,1.0,0.095238,0.78261,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,0
0.85714,0.0,0.66667,0.6,0.4,1,1,0.9,1.0,0.0,1.0,0,1.0,0.0,0.8913,0.66327,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.28570999999999996,0.14286,0.0,1.0,1.0,1,1,1.0,1.0,0.25,0.0,0,0.8,0.14286,0.52174,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45399999999999996,0
0.28570999999999996,0.14286,0.66667,0.8,0.4,0,1,0.9,1.0,0.0,1.0,0,0.6,0.14286,0.90217,0.020408000000000003,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45403999999999994,1
0.57143,0.14286,0.66667,0.6,0.6,1,1,0.7,0.66667,0.25,0.5,0,0.2,0.047619,0.75,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45408000000000004,1
0.57143,0.28570999999999996,0.66667,0.5,0.3,1,1,0.7,0.0,0.25,0.16667,0,1.0,0.047619,0.32609,0.010204000000000001,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4541,1
0.42857,0.28570999999999996,0.33333,0.8,0.8,1,1,0.9,1.0,0.0,0.8333299999999999,0,0.6,0.19047999999999998,0.6413,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45411999999999997,0
0.42857,0.42857,0.33333,0.7,0.8,1,1,0.8,0.66667,0.5,1.0,0,1.0,0.047619,0.26087,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45411999999999997,0
0.28570999999999996,0.57143,0.33333,1.0,1.0,1,1,1.0,0.5,0.5,0.66667,0,0.8,0.095238,0.58696,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45411999999999997,0
0.14286,0.0,0.0,0.7,0.9,1,0,0.8,1.0,0.0,1.0,0,1.0,0.047619,0.8587,0.020408000000000003,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45414,0
0.71429,0.14286,0.66667,0.5,0.4,1,1,0.8,0.8333299999999999,0.25,0.5,0,1.0,0.14286,0.92391,0.020408000000000003,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45414,1
0.57143,0.0,0.66667,0.5,0.8,0,1,0.8,1.0,0.0,1.0,0,0.6,0.19047999999999998,0.78261,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45419,1
0.28570999999999996,0.28570999999999996,0.66667,0.5,0.7,1,1,1.0,0.5,0.0,1.0,0,1.0,0.047619,0.58696,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4545,1
0.14286,0.14286,0.33333,0.8,0.6,1,1,0.9,0.8333299999999999,0.25,0.16667,0,0.8,0.14286,0.67391,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45466000000000006,0
0.57143,0.28570999999999996,0.66667,0.5,0.5,1,1,0.9,1.0,0.0,0.0,0,0.4,0.14286,0.54348,0.010204000000000001,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45495,1
1.0,0.28570999999999996,0.66667,0.8,0.8,1,1,0.5,0.5,0.25,1.0,0,0.4,0.095238,0.70652,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45495,1
0.85714,0.14286,1.0,0.5,0.4,1,1,0.7,1.0,0.0,1.0,0,1.0,0.0,0.8913,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45496000000000003,1
0.85714,0.14286,0.66667,0.6,0.6,1,1,0.7,0.8333299999999999,0.25,1.0,0,1.0,0.047619,0.80435,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45498,1
0.28570999999999996,0.28570999999999996,1.0,0.5,0.5,1,1,0.8,0.66667,0.0,0.8333299999999999,0,0.8,0.14286,0.55435,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45498,1
0.28570999999999996,0.14286,1.0,0.8,0.6,1,1,0.8,1.0,0.25,1.0,0,1.0,0.095238,0.61957,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,1
0.85714,0.28570999999999996,0.0,0.5,0.5,1,0,0.9,0.5,0.25,1.0,0,1.0,0.047619,0.29348,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,0
0.42857,0.0,1.0,0.5,0.5,1,1,0.5,0.8333299999999999,0.0,1.0,0,1.0,0.14286,0.94565,0.020408000000000003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,1
0.28570999999999996,0.42857,0.33333,0.5,0.2,1,1,0.8,0.16667,0.25,0.16667,0,1.0,0.095238,0.5108699999999999,0.020408000000000003,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45503999999999994,0
0.57143,0.14286,0.66667,0.5,0.4,1,1,0.7,0.66667,0.25,0.5,0,1.0,0.14286,0.67391,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45503999999999994,1
0.42857,0.14286,0.33333,0.7,0.8,1,1,0.7,1.0,0.0,1.0,0,0.4,0.095238,0.91304,0.020408000000000003,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45503999999999994,0
0.85714,0.0,0.66667,0.2,0.5,1,1,1.0,1.0,0.25,0.66667,0,1.0,0.095238,0.61957,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45503999999999994,1
0.42857,0.14286,0.66667,0.5,0.4,1,1,0.8,0.66667,0.25,0.8333299999999999,0,0.8,0.095238,0.5,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45503999999999994,1
1.0,0.28570999999999996,0.0,0.4,0.4,0,1,0.8,1.0,0.0,1.0,0,1.0,0.14286,0.8695700000000001,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45503999999999994,0
0.85714,0.14286,0.33333,0.5,0.3,1,0,0.9,0.8333299999999999,0.25,1.0,0,1.0,0.14286,0.5108699999999999,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45506,0
0.57143,0.0,0.33333,0.1,0.1,1,1,0.7,0.66667,0.25,0.8333299999999999,0,1.0,0.047619,0.58696,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45506,0
0.85714,0.14286,0.33333,0.3,0.3,0,1,0.9,0.33333,0.25,1.0,0,0.8,0.047619,0.3913,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45508000000000004,0
0.57143,0.14286,0.66667,0.3,0.3,0,1,0.5,0.33333,0.5,0.8333299999999999,0,1.0,0.095238,0.53261,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45508000000000004,1
0.42857,0.28570999999999996,0.0,0.5,0.8,0,1,0.7,0.16667,0.5,1.0,0,1.0,0.0,0.61957,0.66327,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4551,0
0.14286,0.14286,0.33333,0.5,0.3,0,1,1.0,0.66667,0.25,0.8333299999999999,0,1.0,0.14286,0.57609,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4551,0
0.14286,0.14286,0.33333,0.8,0.8,1,1,0.1,0.66667,0.25,0.0,0,0.6,0.14286,0.7391300000000001,0.010204000000000001,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45511999999999997,0
1.0,0.0,0.33333,0.0,0.3,1,0,0.8,0.33333,0.75,1.0,0,1.0,0.047619,0.32609,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45511999999999997,0
0.14286,0.14286,0.0,0.4,0.4,1,1,0.8,1.0,0.5,0.33333,0,0.4,0.047619,0.7391300000000001,0.010204000000000001,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45516,0
0.71429,0.14286,0.66667,0.1,0.7,1,1,0.8,0.66667,0.0,0.8333299999999999,0,1.0,0.14286,0.6413,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45538999999999996,1
1.0,0.14286,0.66667,0.7,0.5,1,1,0.7,0.8333299999999999,0.5,0.5,0,1.0,0.047619,0.3587,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45541000000000004,1
1.0,0.28570999999999996,0.66667,0.7,0.3,1,1,1.0,0.66667,0.5,1.0,0,1.0,0.14286,0.61957,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45541000000000004,1
0.57143,0.0,0.33333,0.2,0.4,0,1,0.9,0.66667,0.25,0.33333,0,1.0,0.095238,0.68478,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45541000000000004,0
1.0,0.42857,0.0,0.7,0.7,0,1,0.6,0.8333299999999999,0.75,0.33333,0,1.0,0.0,0.55435,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45541000000000004,0
1.0,0.42857,0.33333,0.1,0.3,1,1,0.2,0.16667,0.5,1.0,0,0.6,0.2381,0.58696,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45548999999999995,0
0.71429,0.42857,0.33333,0.2,0.4,1,0,0.5,0.5,0.75,1.0,0,1.0,0.047619,0.30435,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45548999999999995,0
0.0,0.28570999999999996,0.33333,0.5,0.5,0,1,0.7,1.0,0.0,1.0,0,1.0,0.19047999999999998,0.77174,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45548999999999995,0
0.28570999999999996,0.28570999999999996,0.33333,0.5,0.5,0,1,1.0,0.66667,0.5,0.5,0,1.0,0.14286,0.63043,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555,0
0.57143,0.28570999999999996,0.66667,0.8,0.5,1,1,0.8,0.5,0.5,1.0,0,1.0,0.095238,0.53261,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555,1
0.57143,0.28570999999999996,0.0,0.7,0.6,0,0,0.8,0.16667,0.25,0.33333,0,1.0,0.095238,0.53261,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45552,0
0.57143,0.14286,0.66667,0.5,0.6,1,1,0.8,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.77174,0.0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45553999999999994,1
1.0,0.14286,1.0,0.0,0.0,1,1,1.0,0.8333299999999999,0.75,1.0,0,0.8,0.0,0.5,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45553999999999994,1
0.57143,0.28570999999999996,0.66667,0.4,0.1,1,1,1.0,0.16667,0.0,0.8333299999999999,0,0.8,0.14286,0.6087,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45553999999999994,1
0.71429,0.14286,0.66667,0.4,0.4,0,1,0.9,0.33333,0.5,0.8333299999999999,0,1.0,0.14286,0.56522,0.0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,1
1.0,0.14286,0.33333,0.4,0.6,1,0,0.2,0.5,0.75,0.8333299999999999,0,1.0,0.095238,0.72826,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,0
0.42857,0.28570999999999996,0.33333,1.0,1.0,1,1,0.9,0.5,0.5,0.0,0,1.0,0.095238,0.78261,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,0
0.42857,0.28570999999999996,0.33333,0.7,0.8,1,1,0.9,0.5,0.25,0.8333299999999999,0,1.0,0.19047999999999998,0.71739,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45558000000000004,0
1.0,0.42857,0.33333,0.2,0.5,0,1,0.9,0.0,0.25,1.0,0,1.0,0.047619,0.25,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45558000000000004,0
0.42857,0.0,0.66667,0.5,0.5,1,1,0.4,0.66667,0.25,1.0,0,1.0,0.047619,0.82609,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45558000000000004,1
0.28570999999999996,0.14286,0.33333,0.7,0.7,0,1,0.8,0.66667,0.0,1.0,0,1.0,0.14286,0.83696,0.020408000000000003,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45558000000000004,0
0.85714,0.28570999999999996,0.0,0.6,0.6,1,0,0.6,0.8333299999999999,0.0,0.8333299999999999,0,1.0,0.14286,0.71739,0.0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4556,0
0.42857,0.28570999999999996,0.33333,0.8,0.6,1,1,0.8,1.0,0.0,1.0,0,0.4,0.095238,0.72826,0.010204000000000001,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4556,0
1.0,0.14286,0.33333,0.7,0.7,1,1,0.6,0.66667,0.25,1.0,0,0.2,0.2381,0.6413,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45561999999999997,0
0.71429,0.14286,0.33333,0.0,0.7,1,0,1.0,1.0,0.0,1.0,0,1.0,0.14286,0.82609,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45561999999999997,0
0.42857,0.14286,0.66667,0.7,0.0,1,1,1.0,1.0,0.5,1.0,0,1.0,0.095238,0.42391,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,1
0.85714,0.42857,0.0,0.7,0.4,1,1,0.9,0.8333299999999999,0.25,1.0,0,0.6,0.047619,0.3913,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,0
0.42857,0.28570999999999996,0.66667,0.4,0.4,1,1,0.8,0.5,0.25,1.0,0,1.0,0.14286,0.72826,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,1
0.71429,0.28570999999999996,0.33333,0.5,0.5,1,1,0.5,1.0,0.5,0.66667,0,1.0,0.0,0.33696,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45587,0
0.57143,0.14286,0.0,0.5,0.2,0,1,0.9,0.33333,0.25,1.0,0,1.0,0.19047999999999998,0.69565,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45588999999999996,0
0.0,0.0,0.33333,0.4,0.4,1,1,1.0,0.5,0.25,0.16667,0,1.0,0.095238,0.77174,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45588999999999996,0
0.28570999999999996,0.28570999999999996,0.33333,0.4,0.3,1,1,1.0,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.047619,0.41303999999999996,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45597,0
0.0,0.0,0.66667,0.6,0.7,1,1,0.9,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.8587,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45601,1
0.42857,0.28570999999999996,0.33333,0.5,0.4,0,1,0.7,0.66667,0.5,1.0,0,1.0,0.047619,0.81522,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45603,0
0.42857,0.0,0.66667,0.7,0.7,0,0,0.9,1.0,0.0,0.5,0,1.0,0.047619,0.59783,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45603,1
0.57143,0.28570999999999996,0.33333,0.5,0.7,1,1,0.9,0.8333299999999999,0.0,0.8333299999999999,0,1.0,0.14286,0.7391300000000001,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45603999999999995,0
1.0,0.0,0.0,0.8,0.9,1,1,0.4,0.66667,0.75,0.0,0,0.6,0.0,0.67391,0.66327,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45603999999999995,0
0.28570999999999996,0.28570999999999996,0.33333,0.5,0.4,1,0,0.6,0.66667,0.25,1.0,0,1.0,0.14286,0.57609,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45603999999999995,0
0.85714,0.57143,0.0,0.4,0.6,0,1,1.0,0.8333299999999999,0.25,0.33333,0,1.0,0.047619,0.43478,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,0
0.42857,0.42857,0.66667,0.5,0.4,1,1,0.8,0.33333,0.5,1.0,0,1.0,0.14286,0.72826,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,1
0.28570999999999996,0.14286,0.0,0.3,0.3,1,1,0.9,0.66667,0.25,0.66667,0,1.0,0.14286,0.67391,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,0
0.71429,0.28570999999999996,0.66667,0.5,0.2,0,1,0.9,0.16667,0.25,1.0,0,1.0,0.047619,0.84783,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45608000000000004,1
0.71429,0.14286,0.33333,0.1,0.1,1,1,0.7,0.66667,0.0,0.16667,0,1.0,0.2381,0.6087,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45608000000000004,0
0.85714,0.0,0.0,0.5,0.5,1,1,0.0,0.0,0.75,1.0,0,0.8,0.047619,0.63043,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45633,0
0.85714,0.0,1.0,0.7,0.8,1,1,0.5,0.8333299999999999,0.5,1.0,0,1.0,0.095238,0.90217,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45635,1
0.85714,0.14286,0.66667,0.5,0.6,1,1,0.8,0.5,0.25,0.16667,0,1.0,0.14286,0.65217,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45641000000000004,1
0.42857,0.14286,0.0,0.5,0.5,0,1,0.9,0.8333299999999999,0.25,0.33333,0,1.0,0.095238,0.40216999999999997,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45643,0
0.14286,0.0,0.66667,0.6,0.4,1,1,0.8,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.047619,0.95652,0.020408000000000003,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,1
0.57143,0.14286,1.0,0.5,0.0,0,1,0.7,0.8333299999999999,0.75,0.0,0,0.8,0.14286,0.57609,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45643,1
0.57143,0.57143,0.0,0.5,0.8,1,1,1.0,0.66667,0.25,0.8333299999999999,0,1.0,0.047619,0.54348,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,0
0.42857,1.0,0.66667,0.3,0.3,1,1,0.5,0.5,0.5,0.8333299999999999,0,0.8,0.047619,0.45652,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,1
0.57143,0.28570999999999996,0.33333,0.7,0.7,1,1,0.5,1.0,0.5,0.33333,0,1.0,0.14286,0.68478,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,0
1.0,0.14286,0.66667,0.8,0.7,1,1,1.0,1.0,0.5,0.16667,0,0.8,0.095238,0.38043000000000005,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45645,1
0.71429,0.14286,0.66667,0.7,0.7,1,1,0.7,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.9347799999999999,0.020408000000000003,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45648999999999995,1
1.0,0.28570999999999996,0.33333,0.3,0.5,1,1,0.6,0.5,0.5,0.0,0,1.0,0.095238,0.58696,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45648999999999995,0
0.28570999999999996,0.28570999999999996,0.33333,0.2,0.5,1,1,0.4,0.33333,0.5,1.0,0,1.0,0.14286,0.71739,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45648999999999995,0
0.42857,0.14286,1.0,0.6,0.7,0,1,1.0,0.8333299999999999,0.0,1.0,0,1.0,0.14286,0.58696,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.57143,0.0,0.66667,1.0,1.0,1,1,1.0,1.0,0.0,0.66667,0,1.0,0.095238,0.90217,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.42857,0.14286,0.66667,0.6,0.5,1,1,1.0,0.8333299999999999,0.0,0.8333299999999999,0,1.0,0.047619,0.8913,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.57143,0.14286,1.0,0.2,0.1,0,1,1.0,0.8333299999999999,0.0,0.16667,0,1.0,0.047619,0.8913,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45653,1
0.0,0.14286,0.66667,0.5,0.5,1,1,0.8,1.0,0.0,0.0,0,0.2,0.095238,0.80435,0.010204000000000001,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45653,1
0.42857,0.14286,0.0,0.7,0.8,1,0,0.7,0.8333299999999999,0.25,0.0,0,1.0,0.095238,0.81522,0.020408000000000003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45653,0
